,order_book_id,pb,pe_ttm,trade_date
1886,000905.XSHG,2.4939,31.7072,2014-10-22
1887,000905.XSHG,2.4553,31.1895,2014-10-23
1888,000905.XSHG,2.4577,31.4231,2014-10-24
1889,000905.XSHG,2.4589,31.5744,2014-10-27
1890,000905.XSHG,2.5179,32.3469,2014-10-28
1891,000905.XSHG,2.5363,32.7999,2014-10-29
1892,000905.XSHG,2.5161,32.7209,2014-10-30
1893,000905.XSHG,2.5007,32.8145,2014-10-31
1894,000905.XSHG,2.5055,33.8267,2014-11-03
1895,000905.XSHG,2.4944,33.6769,2014-11-04
1896,000905.XSHG,2.4933,33.6624,2014-11-05
1897,000905.XSHG,2.5096,33.8819,2014-11-06
1898,000905.XSHG,2.4877,33.5859,2014-11-07
1899,000905.XSHG,2.5156,33.9631,2014-11-10
1900,000905.XSHG,2.4387,32.9247,2014-11-11
1901,000905.XSHG,2.4796,33.4762,2014-11-12
1902,000905.XSHG,2.4555,33.1513,2014-11-13
1903,000905.XSHG,2.45,33.0768,2014-11-14
1904,000905.XSHG,2.4755,33.4216,2014-11-17
1905,000905.XSHG,2.4789,33.468,2014-11-18
1906,000905.XSHG,2.4874,33.5822,2014-11-19
1907,000905.XSHG,2.4822,33.5119,2014-11-20
1908,000905.XSHG,2.5098,33.8851,2014-11-21
1909,000905.XSHG,2.5488,34.4118,2014-11-24
1910,000905.XSHG,2.5875,34.9337,2014-11-25
1911,000905.XSHG,2.599,35.0882,2014-11-26
1912,000905.XSHG,2.6172,35.335,2014-11-27
1913,000905.XSHG,2.6125,35.2708,2014-11-28
1914,000905.XSHG,2.5946,35.0292,2014-12-01
1915,000905.XSHG,2.6295,35.5005,2014-12-02
1916,000905.XSHG,2.6617,35.935,2014-12-03
1917,000905.XSHG,2.7163,36.6722,2014-12-04
1918,000905.XSHG,2.6593,35.9031,2014-12-05
1919,000905.XSHG,2.6974,36.4176,2014-12-08
1920,000905.XSHG,2.5901,34.9682,2014-12-09
1921,000905.XSHG,2.6815,36.2033,2014-12-10
1922,000905.XSHG,2.7232,36.7661,2014-12-11
1923,000905.XSHG,2.7442,37.0496,2014-12-12
1924,000905.XSHG,2.7633,37.9219,2014-12-15
1925,000905.XSHG,2.776,38.0963,2014-12-16
1926,000905.XSHG,2.7554,37.8136,2014-12-17
1927,000905.XSHG,2.7576,37.8441,2014-12-18
1928,000905.XSHG,2.7436,37.6526,2014-12-19
1929,000905.XSHG,2.6353,36.166,2014-12-22
1930,000905.XSHG,2.5812,35.4231,2014-12-23
1931,000905.XSHG,2.6165,35.9075,2014-12-24
1932,000905.XSHG,2.6671,36.6018,2014-12-25
1933,000905.XSHG,2.6952,36.9882,2014-12-26
1934,000905.XSHG,2.6718,36.6671,2014-12-29
1935,000905.XSHG,2.6263,36.0418,2014-12-30
1936,000905.XSHG,2.6544,36.4283,2014-12-31
1937,000905.XSHG,2.7078,37.1608,2015-01-05
1938,000905.XSHG,2.7362,37.5504,2015-01-06
1939,000905.XSHG,2.7395,37.5951,2015-01-07
1940,000905.XSHG,2.7171,37.2878,2015-01-08
1941,000905.XSHG,2.7,37.0536,2015-01-09
1942,000905.XSHG,2.6612,36.5208,2015-01-12
1943,000905.XSHG,2.6967,37.008,2015-01-13
1944,000905.XSHG,2.6813,36.7966,2015-01-14
1945,000905.XSHG,2.7172,37.2902,2015-01-15
1946,000905.XSHG,2.7516,37.7624,2015-01-16
1947,000905.XSHG,2.635,36.1622,2015-01-19
1948,000905.XSHG,2.7288,37.4486,2015-01-20
1949,000905.XSHG,2.8014,38.4451,2015-01-21
1950,000905.XSHG,2.8397,38.9702,2015-01-22
1951,000905.XSHG,2.8156,38.6401,2015-01-23
1952,000905.XSHG,2.8775,39.4891,2015-01-26
1953,000905.XSHG,2.8866,39.6142,2015-01-27
1954,000905.XSHG,2.8702,39.3897,2015-01-28
1955,000905.XSHG,2.8541,39.1682,2015-01-29
1956,000905.XSHG,2.8236,38.7703,2015-01-30
1957,000905.XSHG,2.8103,38.5881,2015-02-02
1958,000905.XSHG,2.8569,39.2285,2015-02-03
1959,000905.XSHG,2.8496,39.1276,2015-02-04
1960,000905.XSHG,2.8355,38.9345,2015-02-05
1961,000905.XSHG,2.7798,38.1689,2015-02-06
1962,000905.XSHG,2.7683,37.9559,2015-02-09
1963,000905.XSHG,2.8062,38.4754,2015-02-10
1964,000905.XSHG,2.8297,38.8267,2015-02-11
1965,000905.XSHG,2.8497,39.1072,2015-02-12
1966,000905.XSHG,2.8947,39.7249,2015-02-13
1967,000905.XSHG,2.9426,40.3872,2015-02-16
1968,000905.XSHG,2.9652,40.684,2015-02-17
1969,000905.XSHG,2.9511,40.3155,2015-02-25
1970,000905.XSHG,2.9816,40.7323,2015-02-26
1971,000905.XSHG,3.0059,41.0631,2015-02-27
1972,000905.XSHG,3.0665,41.8927,2015-03-02
1973,000905.XSHG,3.0574,41.7681,2015-03-03
1974,000905.XSHG,3.1031,42.4556,2015-03-04
1975,000905.XSHG,3.1019,42.4469,2015-03-05
1976,000905.XSHG,3.0655,41.932,2015-03-06
1977,000905.XSHG,3.1044,42.4165,2015-03-09
1978,000905.XSHG,3.1378,42.8732,2015-03-10
1979,000905.XSHG,3.1272,42.7246,2015-03-11
1980,000905.XSHG,3.1258,42.7222,2015-03-12
1981,000905.XSHG,3.1614,43.2086,2015-03-13
1982,000905.XSHG,3.2454,44.2782,2015-03-16
1983,000905.XSHG,3.2964,44.9738,2015-03-17
1984,000905.XSHG,3.3547,45.8835,2015-03-18
1985,000905.XSHG,3.3818,46.2942,2015-03-19
1986,000905.XSHG,3.4147,46.724,2015-03-20
1987,000905.XSHG,3.4871,48.1457,2015-03-23
1988,000905.XSHG,3.5019,48.351,2015-03-24
1989,000905.XSHG,3.5427,48.3439,2015-03-25
1990,000905.XSHG,3.5199,47.9469,2015-03-26
1991,000905.XSHG,3.5561,48.4991,2015-03-27
1992,000905.XSHG,3.5506,49.2268,2015-03-30
1993,000905.XSHG,3.5534,49.1668,2015-03-31
1994,000905.XSHG,3.5949,50.3274,2015-04-01
1995,000905.XSHG,3.6582,51.4588,2015-04-02
1996,000905.XSHG,3.7155,52.2846,2015-04-03
1997,000905.XSHG,3.7975,53.5659,2015-04-07
1998,000905.XSHG,3.7788,53.3043,2015-04-08
1999,000905.XSHG,3.7508,53.1251,2015-04-09
2000,000905.XSHG,3.8446,54.5626,2015-04-10
2001,000905.XSHG,3.9088,55.4381,2015-04-13
2002,000905.XSHG,3.9134,55.497,2015-04-14
2003,000905.XSHG,3.7626,53.3631,2015-04-15
2004,000905.XSHG,3.8144,53.9447,2015-04-16
2005,000905.XSHG,3.8452,54.1893,2015-04-17
2006,000905.XSHG,3.7683,53.4623,2015-04-20
2007,000905.XSHG,3.8915,55.2015,2015-04-21
2008,000905.XSHG,3.9814,56.5665,2015-04-22
2009,000905.XSHG,4.0065,56.3413,2015-04-23
2010,000905.XSHG,4.0064,56.7801,2015-04-24
2011,000905.XSHG,4.0289,58.126,2015-04-27
2012,000905.XSHG,3.9154,56.4072,2015-04-28
2013,000905.XSHG,3.993,57.2171,2015-04-29
2014,000905.XSHG,3.9769,58.6013,2015-04-30
2015,000905.XSHG,3.9542,60.0584,2015-05-04
2016,000905.XSHG,3.8089,57.8524,2015-05-05
2017,000905.XSHG,3.7512,56.9755,2015-05-06
2018,000905.XSHG,3.6653,55.6707,2015-05-07
2019,000905.XSHG,3.8004,57.7218,2015-05-08
2020,000905.XSHG,3.9652,60.2256,2015-05-11
2021,000905.XSHG,4.0524,61.5495,2015-05-12
2022,000905.XSHG,4.0871,62.0769,2015-05-13
2023,000905.XSHG,4.0905,62.1281,2015-05-14
2024,000905.XSHG,4.0583,61.6404,2015-05-15
2025,000905.XSHG,4.132,62.7598,2015-05-18
2026,000905.XSHG,4.2385,64.377,2015-05-19
2027,000905.XSHG,4.3138,65.5197,2015-05-20
2028,000905.XSHG,4.474,67.9535,2015-05-21
2029,000905.XSHG,4.5533,69.1583,2015-05-22
2030,000905.XSHG,4.6776,71.0464,2015-05-25
2031,000905.XSHG,4.8291,73.3475,2015-05-26
2032,000905.XSHG,4.8854,74.2023,2015-05-27
2033,000905.XSHG,4.5904,69.7222,2015-05-28
2034,000905.XSHG,4.6321,70.3542,2015-05-29
2035,000905.XSHG,4.8738,74.0255,2015-06-01
2036,000905.XSHG,5.0562,76.7967,2015-06-02
2037,000905.XSHG,5.0904,77.3152,2015-06-03
2038,000905.XSHG,5.0804,77.1641,2015-06-04
2039,000905.XSHG,5.1767,78.6264,2015-06-05
2040,000905.XSHG,5.1343,77.9823,2015-06-08
2041,000905.XSHG,5.124,77.8256,2015-06-09
2042,000905.XSHG,5.2103,79.1372,2015-06-10
2043,000905.XSHG,5.2834,80.2477,2015-06-11
2044,000905.XSHG,5.3751,81.6403,2015-06-12
2045,000905.XSHG,5.4024,77.094,2015-06-15
2046,000905.XSHG,5.1867,74.0167,2015-06-16
2047,000905.XSHG,5.2932,75.5356,2015-06-17
2048,000905.XSHG,5.1152,72.9966,2015-06-18
2049,000905.XSHG,4.7603,67.9308,2015-06-19
2050,000905.XSHG,4.7956,68.4351,2015-06-23
2051,000905.XSHG,4.9072,70.0275,2015-06-24
2052,000905.XSHG,4.7338,67.5527,2015-06-25
2053,000905.XSHG,4.3325,61.8265,2015-06-26
2054,000905.XSHG,4.0523,57.8282,2015-06-29
2055,000905.XSHG,4.2561,60.7368,2015-06-30
2056,000905.XSHG,4.0197,57.3625,2015-07-01
2057,000905.XSHG,3.7449,53.4406,2015-07-02
2058,000905.XSHG,3.5116,50.1113,2015-07-03
2059,000905.XSHG,3.4615,49.3971,2015-07-06
2060,000905.XSHG,3.2321,46.1241,2015-07-07
2061,000905.XSHG,3.1627,45.1338,2015-07-08
2062,000905.XSHG,3.3099,47.2337,2015-07-09
2063,000905.XSHG,3.4834,49.7101,2015-07-10
2064,000905.XSHG,3.7028,52.8543,2015-07-13
2065,000905.XSHG,3.7668,53.7679,2015-07-14
2066,000905.XSHG,3.548,50.6131,2015-07-15
2067,000905.XSHG,3.6336,51.8332,2015-07-16
2068,000905.XSHG,3.8365,54.7277,2015-07-17
2069,000905.XSHG,3.8961,55.5779,2015-07-20
2070,000905.XSHG,3.946,56.2897,2015-07-21
2071,000905.XSHG,3.9954,56.9785,2015-07-22
2072,000905.XSHG,4.114,58.6745,2015-07-23
2073,000905.XSHG,4.0522,57.7651,2015-07-24
2074,000905.XSHG,3.7418,53.4246,2015-07-27
2075,000905.XSHG,3.6764,52.4916,2015-07-28
2076,000905.XSHG,3.8579,55.1592,2015-07-29
2077,000905.XSHG,3.7505,53.6331,2015-07-30
2078,000905.XSHG,3.7146,53.1789,2015-07-31
2079,000905.XSHG,3.6228,51.9873,2015-08-03
2080,000905.XSHG,3.8184,54.7944,2015-08-04
2081,000905.XSHG,3.7666,54.0735,2015-08-05
2082,000905.XSHG,3.7388,53.6861,2015-08-06
2083,000905.XSHG,3.8433,54.878,2015-08-07
2084,000905.XSHG,4.0289,57.4651,2015-08-10
2085,000905.XSHG,4.0505,57.6631,2015-08-11
2086,000905.XSHG,3.9958,56.9104,2015-08-12
2087,000905.XSHG,4.09,58.0514,2015-08-13
2088,000905.XSHG,4.1335,58.6662,2015-08-14
2089,000905.XSHG,4.219,59.9167,2015-08-17
2090,000905.XSHG,3.8997,55.3627,2015-08-18
2091,000905.XSHG,3.9879,56.8038,2015-08-19
2092,000905.XSHG,3.8344,54.6511,2015-08-20
2093,000905.XSHG,3.6194,51.6111,2015-08-21
2094,000905.XSHG,3.3177,47.1795,2015-08-24
2095,000905.XSHG,3.0651,43.5966,2015-08-25
2096,000905.XSHG,2.9441,41.78,2015-08-26
2097,000905.XSHG,3.0447,43.3359,2015-08-27
2098,000905.XSHG,3.2248,46.0743,2015-08-28
2099,000905.XSHG,3.0809,44.5278,2015-08-31
2100,000905.XSHG,2.881,41.8672,2015-09-01
2101,000905.XSHG,2.8679,41.6765,2015-09-02
2102,000905.XSHG,2.8736,41.7592,2015-09-07
2103,000905.XSHG,2.9822,43.3382,2015-09-08
2104,000905.XSHG,3.0651,44.5424,2015-09-09
2105,000905.XSHG,3.0119,43.7692,2015-09-10
2106,000905.XSHG,3.0318,44.059,2015-09-11
2107,000905.XSHG,2.8211,40.9961,2015-09-14
2108,000905.XSHG,2.6585,38.6334,2015-09-15
2109,000905.XSHG,2.8414,41.291,2015-09-16
2110,000905.XSHG,2.7824,40.4341,2015-09-17
2111,000905.XSHG,2.8148,40.9052,2015-09-18
2112,000905.XSHG,2.9164,42.3822,2015-09-21
2113,000905.XSHG,2.9408,42.7358,2015-09-22
2114,000905.XSHG,2.9067,42.2412,2015-09-23
2115,000905.XSHG,2.9513,42.8894,2015-09-24
2116,000905.XSHG,2.8543,41.4793,2015-09-25
2117,000905.XSHG,2.9065,42.2384,2015-09-28
2118,000905.XSHG,2.8533,41.4646,2015-09-29
2119,000905.XSHG,2.8638,41.6173,2015-09-30
2120,000905.XSHG,2.9814,43.3267,2015-10-08
2121,000905.XSHG,3.0275,43.9964,2015-10-09
2122,000905.XSHG,3.1455,45.7024,2015-10-12
2123,000905.XSHG,3.1854,46.301,2015-10-13
2124,000905.XSHG,3.149,45.8206,2015-10-14
2125,000905.XSHG,3.2459,47.2378,2015-10-15
2126,000905.XSHG,3.3045,48.1683,2015-10-16
2127,000905.XSHG,3.3007,48.2935,2015-10-19
2128,000905.XSHG,3.3542,49.0765,2015-10-20
2129,000905.XSHG,3.141,45.9861,2015-10-21
2130,000905.XSHG,3.2586,47.8136,2015-10-22
2131,000905.XSHG,3.3376,48.9045,2015-10-23
2132,000905.XSHG,3.359,49.4335,2015-10-26
2133,000905.XSHG,3.3873,49.8656,2015-10-27
2134,000905.XSHG,3.296,48.7847,2015-10-28
2135,000905.XSHG,3.3202,50.019,2015-10-29
2136,000905.XSHG,3.299,49.4264,2015-10-30
2137,000905.XSHG,3.2071,48.7526,2015-11-02
2138,000905.XSHG,3.2012,48.6636,2015-11-03
2139,000905.XSHG,3.3631,51.1242,2015-11-04
2140,000905.XSHG,3.3705,51.2372,2015-11-05
2141,000905.XSHG,3.449,52.4308,2015-11-06
2142,000905.XSHG,3.4951,53.1302,2015-11-09
2143,000905.XSHG,3.5085,53.3351,2015-11-10
2144,000905.XSHG,3.5631,54.1651,2015-11-11
2145,000905.XSHG,3.5632,54.166,2015-11-12
2146,000905.XSHG,3.5092,53.3455,2015-11-13
2147,000905.XSHG,3.5784,54.3972,2015-11-16
2148,000905.XSHG,3.5478,53.9327,2015-11-17
2149,000905.XSHG,3.4912,53.0712,2015-11-18
2150,000905.XSHG,3.5797,54.4177,2015-11-19
2151,000905.XSHG,3.6208,55.0414,2015-11-20
2152,000905.XSHG,3.5932,54.6223,2015-11-23
2153,000905.XSHG,3.6189,55.013,2015-11-24
2154,000905.XSHG,3.6783,55.9166,2015-11-25
2155,000905.XSHG,3.658,55.6066,2015-11-26
2156,000905.XSHG,3.4313,52.1618,2015-11-27
2157,000905.XSHG,3.4442,52.3565,2015-11-30
2158,000905.XSHG,3.463,52.6426,2015-12-01
2159,000905.XSHG,3.4466,52.3943,2015-12-02
2160,000905.XSHG,3.5234,53.5605,2015-12-03
2161,000905.XSHG,3.4931,53.0999,2015-12-04
2162,000905.XSHG,3.5353,53.7418,2015-12-07
2163,000905.XSHG,3.4464,52.391,2015-12-08
2164,000905.XSHG,3.4327,52.182,2015-12-09
2165,000905.XSHG,3.4209,52.0024,2015-12-10
2166,000905.XSHG,3.3953,51.6139,2015-12-11
2167,000905.XSHG,3.501,51.4794,2015-12-14
2168,000905.XSHG,3.5277,51.8714,2015-12-15
2169,000905.XSHG,3.543,52.0968,2015-12-16
2170,000905.XSHG,3.6334,53.4258,2015-12-17
2171,000905.XSHG,3.6243,53.2913,2015-12-18
2172,000905.XSHG,3.6653,53.8947,2015-12-21
2173,000905.XSHG,3.6961,54.3477,2015-12-22
2174,000905.XSHG,3.6536,53.7221,2015-12-23
2175,000905.XSHG,3.645,53.5957,2015-12-24
2176,000905.XSHG,3.6656,53.899,2015-12-25
2177,000905.XSHG,3.5816,52.6635,2015-12-28
2178,000905.XSHG,3.6154,53.1611,2015-12-29
2179,000905.XSHG,3.6501,53.6711,2015-12-30
2180,000905.XSHG,3.5953,52.8657,2015-12-31
2181,000905.XSHG,3.2966,48.4739,2016-01-04
2182,000905.XSHG,3.2567,47.8865,2016-01-05
2183,000905.XSHG,3.342,49.141,2016-01-06
2184,000905.XSHG,3.0571,44.9514,2016-01-07
2185,000905.XSHG,3.1128,45.7708,2016-01-08
2186,000905.XSHG,2.9033,42.6904,2016-01-11
2187,000905.XSHG,2.9041,42.7015,2016-01-12
2188,000905.XSHG,2.8044,41.2356,2016-01-13
2189,000905.XSHG,2.9017,42.6663,2016-01-14
2190,000905.XSHG,2.7916,41.0479,2016-01-15
2191,000905.XSHG,2.8299,41.5598,2016-01-18
2192,000905.XSHG,2.9344,43.0225,2016-01-19
2193,000905.XSHG,2.9064,42.6122,2016-01-20
2194,000905.XSHG,2.7899,40.9033,2016-01-21
2195,000905.XSHG,2.837,41.5942,2016-01-22
2196,000905.XSHG,2.8695,42.0703,2016-01-25
2197,000905.XSHG,2.6559,38.9397,2016-01-26
2198,000905.XSHG,2.6232,38.459,2016-01-27
2199,000905.XSHG,2.5086,36.779,2016-01-28
2200,000905.XSHG,2.6024,38.1542,2016-01-29
2201,000905.XSHG,2.572,37.6884,2016-02-01
2202,000905.XSHG,2.6627,39.0178,2016-02-02
2203,000905.XSHG,2.6717,39.1497,2016-02-03
2204,000905.XSHG,2.7248,39.9385,2016-02-04
2205,000905.XSHG,2.6985,39.5537,2016-02-05
2206,000905.XSHG,2.6969,39.4687,2016-02-15
2207,000905.XSHG,2.8089,41.1074,2016-02-16
2208,000905.XSHG,2.8414,41.5825,2016-02-17
2209,000905.XSHG,2.8338,41.4715,2016-02-18
2210,000905.XSHG,2.8431,41.6202,2016-02-19
2211,000905.XSHG,2.8962,42.5437,2016-02-22
2212,000905.XSHG,2.8832,42.3525,2016-02-23
2213,000905.XSHG,2.9031,42.6435,2016-02-24
2214,000905.XSHG,2.674,39.279,2016-02-25
2215,000905.XSHG,2.6857,39.4081,2016-02-26
2216,000905.XSHG,2.5415,37.3328,2016-02-29
2217,000905.XSHG,2.5997,38.229,2016-03-01
2218,000905.XSHG,2.7326,40.1777,2016-03-02
2219,000905.XSHG,2.7387,40.216,2016-03-03
2220,000905.XSHG,2.6671,39.1654,2016-03-04
2221,000905.XSHG,2.7252,40.02,2016-03-07
2222,000905.XSHG,2.7299,40.0895,2016-03-08
2223,000905.XSHG,2.6582,39.0277,2016-03-09
2224,000905.XSHG,2.6144,38.3832,2016-03-10
2225,000905.XSHG,2.5971,38.142,2016-03-11
2226,000905.XSHG,2.6823,39.5653,2016-03-14
2227,000905.XSHG,2.6575,39.1996,2016-03-15
2228,000905.XSHG,2.6199,38.7062,2016-03-16
2229,000905.XSHG,2.7028,39.9074,2016-03-17
2230,000905.XSHG,2.7996,41.399,2016-03-18
2231,000905.XSHG,2.8495,42.5035,2016-03-21
2232,000905.XSHG,2.8406,42.3702,2016-03-22
2233,000905.XSHG,2.859,42.6005,2016-03-23
2234,000905.XSHG,2.8003,41.9041,2016-03-24
2235,000905.XSHG,2.8263,42.2931,2016-03-25
2236,000905.XSHG,2.7998,41.9904,2016-03-28
2237,000905.XSHG,2.7458,41.1557,2016-03-29
2238,000905.XSHG,2.8408,42.6151,2016-03-30
2239,000905.XSHG,2.8359,42.9888,2016-03-31
2240,000905.XSHG,2.7979,45.8184,2016-04-01
2241,000905.XSHG,2.8706,46.8764,2016-04-05
2242,000905.XSHG,2.8778,47.0714,2016-04-06
2243,000905.XSHG,2.8346,46.3919,2016-04-07
2244,000905.XSHG,2.8066,46.0045,2016-04-08
2245,000905.XSHG,2.8569,47.495,2016-04-11
2246,000905.XSHG,2.8314,47.0866,2016-04-12
2247,000905.XSHG,2.8639,48.3485,2016-04-13
2248,000905.XSHG,2.888,48.7447,2016-04-14
2249,000905.XSHG,2.8799,48.6909,2016-04-15
2250,000905.XSHG,2.8359,48.692,2016-04-18
2251,000905.XSHG,2.851,48.946,2016-04-19
2252,000905.XSHG,2.7183,47.0172,2016-04-20
2253,000905.XSHG,2.6918,46.4791,2016-04-21
2254,000905.XSHG,2.7085,46.848,2016-04-22
2255,000905.XSHG,2.6868,46.1098,2016-04-25
2256,000905.XSHG,2.7063,46.271,2016-04-26
2257,000905.XSHG,2.6715,45.9032,2016-04-27
2258,000905.XSHG,2.6436,45.876,2016-04-28
2259,000905.XSHG,2.6263,46.0152,2016-04-29
2260,000905.XSHG,2.674,46.7326,2016-05-03
2261,000905.XSHG,2.6766,46.7771,2016-05-04
2262,000905.XSHG,2.6914,47.0357,2016-05-05
2263,000905.XSHG,2.5876,45.2221,2016-05-06
2264,000905.XSHG,2.4961,43.6239,2016-05-09
2265,000905.XSHG,2.4962,43.6249,2016-05-10
2266,000905.XSHG,2.492,43.5511,2016-05-11
2267,000905.XSHG,2.4943,43.5911,2016-05-12
2268,000905.XSHG,2.4892,43.5023,2016-05-13
2269,000905.XSHG,2.5306,44.2256,2016-05-16
2270,000905.XSHG,2.5289,44.1962,2016-05-17
2271,000905.XSHG,2.46,42.9924,2016-05-18
2272,000905.XSHG,2.4762,43.276,2016-05-19
2273,000905.XSHG,2.5061,43.7979,2016-05-20
2274,000905.XSHG,2.5382,44.3583,2016-05-23
2275,000905.XSHG,2.5079,43.8302,2016-05-24
2276,000905.XSHG,2.4994,43.6804,2016-05-25
2277,000905.XSHG,2.5108,43.8797,2016-05-26
2278,000905.XSHG,2.5099,43.8653,2016-05-27
2279,000905.XSHG,2.4962,43.6259,2016-05-30
2280,000905.XSHG,2.5984,45.4111,2016-05-31
2281,000905.XSHG,2.6093,45.6019,2016-06-01
2282,000905.XSHG,2.6256,45.8865,2016-06-02
2283,000905.XSHG,2.6354,46.0578,2016-06-03
2284,000905.XSHG,2.6432,46.194,2016-06-06
2285,000905.XSHG,2.6427,46.1853,2016-06-07
2286,000905.XSHG,2.6357,46.0627,2016-06-08
2287,000905.XSHG,2.5426,44.1968,2016-06-13
2288,000905.XSHG,2.5501,44.3267,2016-06-14
2289,000905.XSHG,2.6316,45.7431,2016-06-15
2290,000905.XSHG,2.6211,45.5612,2016-06-16
2291,000905.XSHG,2.6354,45.809,2016-06-17
2292,000905.XSHG,2.6437,45.954,2016-06-20
2293,000905.XSHG,2.615,45.4545,2016-06-21
2294,000905.XSHG,2.657,46.1849,2016-06-22
2295,000905.XSHG,2.6443,45.9641,2016-06-23
2296,000905.XSHG,2.612,45.4025,2016-06-24
2297,000905.XSHG,2.6726,46.4564,2016-06-27
2298,000905.XSHG,2.7008,46.9463,2016-06-28
2299,000905.XSHG,2.7053,47.0249,2016-06-29
2300,000905.XSHG,2.7079,47.0698,2016-06-30
2301,000905.XSHG,2.7018,46.9642,2016-07-01
2302,000905.XSHG,2.7549,47.8865,2016-07-04
2303,000905.XSHG,2.7723,48.1887,2016-07-05
2304,000905.XSHG,2.7929,48.5467,2016-07-06
2305,000905.XSHG,2.8009,48.686,2016-07-07
2306,000905.XSHG,2.7922,48.5357,2016-07-08
2307,000905.XSHG,2.7986,48.6463,2016-07-11
2308,000905.XSHG,2.8348,49.2749,2016-07-12
2309,000905.XSHG,2.8567,49.6563,2016-07-13
2310,000905.XSHG,2.8619,49.7467,2016-07-14
2311,000905.XSHG,2.856,49.6439,2016-07-15
2312,000905.XSHG,2.8429,49.4158,2016-07-18
2313,000905.XSHG,2.8492,49.526,2016-07-19
2314,000905.XSHG,2.8406,49.4226,2016-07-20
2315,000905.XSHG,2.8517,49.6038,2016-07-21
2316,000905.XSHG,2.8268,48.9836,2016-07-22
2317,000905.XSHG,2.8338,49.1258,2016-07-25
2318,000905.XSHG,2.8708,49.7664,2016-07-26
2319,000905.XSHG,2.7591,47.8024,2016-07-27
2320,000905.XSHG,2.7667,47.9256,2016-07-28
2321,000905.XSHG,2.7486,47.4646,2016-07-29
2322,000905.XSHG,2.7067,46.6712,2016-08-01
2323,000905.XSHG,2.7349,47.1574,2016-08-02
2324,000905.XSHG,2.7478,47.2107,2016-08-03
2325,000905.XSHG,2.7649,47.5043,2016-08-04
2326,000905.XSHG,2.7505,47.2569,2016-08-05
2327,000905.XSHG,2.7891,47.8514,2016-08-08
2328,000905.XSHG,2.8107,48.1793,2016-08-09
2329,000905.XSHG,2.8011,47.9675,2016-08-10
2330,000905.XSHG,2.7598,47.1233,2016-08-11
2331,000905.XSHG,2.7912,47.5003,2016-08-12
2332,000905.XSHG,2.8547,48.3486,2016-08-15
2333,000905.XSHG,2.8669,48.5246,2016-08-16
2334,000905.XSHG,2.8664,48.418,2016-08-17
2335,000905.XSHG,2.8642,48.2509,2016-08-18
2336,000905.XSHG,2.8587,48.029,2016-08-19
2337,000905.XSHG,2.8162,47.3562,2016-08-22
2338,000905.XSHG,2.8199,47.3949,2016-08-23
2339,000905.XSHG,2.817,47.2947,2016-08-24
2340,000905.XSHG,2.7931,46.8555,2016-08-25
2341,000905.XSHG,2.7979,46.7156,2016-08-26
2342,000905.XSHG,2.7924,47.1075,2016-08-29
2343,000905.XSHG,2.7897,47.0413,2016-08-30
2344,000905.XSHG,2.791,46.7812,2016-08-31
2345,000905.XSHG,2.7339,46.1914,2016-09-01
2346,000905.XSHG,2.7233,46.012,2016-09-02
2347,000905.XSHG,2.7381,46.2628,2016-09-05
2348,000905.XSHG,2.7802,46.9746,2016-09-06
2349,000905.XSHG,2.7822,47.0086,2016-09-07
2350,000905.XSHG,2.7938,47.2036,2016-09-08
2351,000905.XSHG,2.7753,46.8916,2016-09-09
2352,000905.XSHG,2.7006,45.6285,2016-09-12
2353,000905.XSHG,2.7115,45.8142,2016-09-13
2354,000905.XSHG,2.695,45.5354,2016-09-14
2355,000905.XSHG,2.7249,46.0399,2016-09-19
2356,000905.XSHG,2.7258,46.0558,2016-09-20
2357,000905.XSHG,2.7282,46.095,2016-09-21
2358,000905.XSHG,2.7479,46.4278,2016-09-22
2359,000905.XSHG,2.7424,46.3347,2016-09-23
2360,000905.XSHG,2.6889,45.432,2016-09-26
2361,000905.XSHG,2.708,45.754,2016-09-27
2362,000905.XSHG,2.7054,45.7107,2016-09-28
2363,000905.XSHG,2.713,45.8391,2016-09-29
2364,000905.XSHG,2.7282,46.0949,2016-09-30
2365,000905.XSHG,2.776,46.9032,2016-10-10
2366,000905.XSHG,2.7944,47.2144,2016-10-11
2367,000905.XSHG,2.7965,47.2498,2016-10-12
2368,000905.XSHG,2.7982,47.2783,2016-10-13
2369,000905.XSHG,2.7917,47.1681,2016-10-14
2370,000905.XSHG,2.7648,46.6923,2016-10-17
2371,000905.XSHG,2.808,47.421,2016-10-18
2372,000905.XSHG,2.8019,47.3642,2016-10-19
2373,000905.XSHG,2.805,47.2383,2016-10-20
2374,000905.XSHG,2.7941,46.9238,2016-10-21
2375,000905.XSHG,2.8114,46.9852,2016-10-24
2376,000905.XSHG,2.8199,46.6574,2016-10-25
2377,000905.XSHG,2.7978,45.5294,2016-10-26
2378,000905.XSHG,2.764,45.2499,2016-10-27
2379,000905.XSHG,2.7226,44.1888,2016-10-28
2380,000905.XSHG,2.6532,42.7349,2016-10-31
2381,000905.XSHG,2.6669,42.836,2016-11-01
2382,000905.XSHG,2.6463,42.505,2016-11-02
2383,000905.XSHG,2.6581,42.6947,2016-11-03
2384,000905.XSHG,2.6515,42.5876,2016-11-04
2385,000905.XSHG,2.654,42.6278,2016-11-07
2386,000905.XSHG,2.6686,42.862,2016-11-08
2387,000905.XSHG,2.6478,42.528,2016-11-09
2388,000905.XSHG,2.6827,43.089,2016-11-10
