,order_book_id,pb,pe_ttm,trade_date
1384,000905.XSHG,1.9406,27.2779,2012-09-18
1385,000905.XSHG,1.9589,27.5342,2012-09-19
1386,000905.XSHG,1.9018,26.7326,2012-09-20
1387,000905.XSHG,1.8909,26.5791,2012-09-21
1388,000905.XSHG,1.9051,26.7791,2012-09-24
1389,000905.XSHG,1.8914,26.5859,2012-09-25
1390,000905.XSHG,1.8476,25.9705,2012-09-26
1391,000905.XSHG,1.8892,26.5551,2012-09-27
1392,000905.XSHG,1.9246,27.0528,2012-09-28
1393,000905.XSHG,1.9155,26.9243,2012-10-08
1394,000905.XSHG,1.9656,27.6283,2012-10-09
1395,000905.XSHG,1.984,27.8879,2012-10-10
1396,000905.XSHG,1.9555,27.4866,2012-10-11
1397,000905.XSHG,1.9507,27.4194,2012-10-12
1398,000905.XSHG,1.9411,27.2973,2012-10-15
1399,000905.XSHG,1.948,27.3929,2012-10-16
1400,000905.XSHG,1.9506,27.4074,2012-10-17
1401,000905.XSHG,1.983,27.7517,2012-10-18
1402,000905.XSHG,1.9774,27.6747,2012-10-19
1403,000905.XSHG,1.9837,28.0824,2012-10-22
1404,000905.XSHG,1.9592,27.8151,2012-10-23
1405,000905.XSHG,1.9555,27.7559,2012-10-24
1406,000905.XSHG,1.9348,27.5489,2012-10-25
1407,000905.XSHG,1.8935,27.0901,2012-10-26
1408,000905.XSHG,1.879,27.7207,2012-10-29
1409,000905.XSHG,1.8815,27.9973,2012-10-30
1410,000905.XSHG,1.8777,28.6195,2012-10-31
1411,000905.XSHG,1.9126,29.5151,2012-11-01
1412,000905.XSHG,1.9253,29.7109,2012-11-02
1413,000905.XSHG,1.9164,29.574,2012-11-05
1414,000905.XSHG,1.9038,29.3795,2012-11-06
1415,000905.XSHG,1.9015,29.3443,2012-11-07
1416,000905.XSHG,1.8552,28.6285,2012-11-08
1417,000905.XSHG,1.8475,28.51,2012-11-09
1418,000905.XSHG,1.8582,28.6756,2012-11-12
1419,000905.XSHG,1.8196,28.0805,2012-11-13
1420,000905.XSHG,1.8241,28.1492,2012-11-14
1421,000905.XSHG,1.7927,27.6653,2012-11-15
1422,000905.XSHG,1.7825,27.5067,2012-11-16
1423,000905.XSHG,1.7869,27.5752,2012-11-19
1424,000905.XSHG,1.7788,27.4508,2012-11-20
1425,000905.XSHG,1.7973,27.7361,2012-11-21
1426,000905.XSHG,1.7731,27.3627,2012-11-22
1427,000905.XSHG,1.7799,27.4679,2012-11-23
1428,000905.XSHG,1.7598,27.1572,2012-11-26
1429,000905.XSHG,1.697,26.1881,2012-11-27
1430,000905.XSHG,1.6591,25.6028,2012-11-28
1431,000905.XSHG,1.6438,25.3673,2012-11-29
1432,000905.XSHG,1.6692,25.7591,2012-11-30
1433,000905.XSHG,1.6295,25.1462,2012-12-03
1434,000905.XSHG,1.65,25.4619,2012-12-04
1435,000905.XSHG,1.7122,26.4229,2012-12-05
1436,000905.XSHG,1.7111,26.4061,2012-12-06
1437,000905.XSHG,1.7497,27.0014,2012-12-07
1438,000905.XSHG,1.7799,27.4677,2012-12-10
1439,000905.XSHG,1.7686,27.2923,2012-12-11
1440,000905.XSHG,1.7688,27.2961,2012-12-12
1441,000905.XSHG,1.7455,26.9367,2012-12-13
1442,000905.XSHG,1.8183,28.0596,2012-12-14
1443,000905.XSHG,1.8335,28.2945,2012-12-17
1444,000905.XSHG,1.8302,28.2428,2012-12-18
1445,000905.XSHG,1.8375,28.3561,2012-12-19
1446,000905.XSHG,1.8444,28.4633,2012-12-20
1447,000905.XSHG,1.8412,28.4137,2012-12-21
1448,000905.XSHG,1.8547,28.621,2012-12-24
1449,000905.XSHG,1.9041,29.3837,2012-12-25
1450,000905.XSHG,1.9286,29.7626,2012-12-26
1451,000905.XSHG,1.9201,29.6309,2012-12-27
1452,000905.XSHG,1.9419,29.9676,2012-12-28
1453,000905.XSHG,1.9678,30.3666,2012-12-31
1454,000905.XSHG,2.0066,27.8383,2013-01-04
1455,000905.XSHG,2.025,28.0942,2013-01-07
1456,000905.XSHG,2.0489,28.4247,2013-01-08
1457,000905.XSHG,2.0532,28.4848,2013-01-09
1458,000905.XSHG,2.066,28.6623,2013-01-10
1459,000905.XSHG,2.0138,27.9389,2013-01-11
1460,000905.XSHG,2.0838,28.9093,2013-01-14
1461,000905.XSHG,2.1241,29.468,2013-01-15
1462,000905.XSHG,2.1232,29.4562,2013-01-16
1463,000905.XSHG,2.0976,29.1007,2013-01-17
1464,000905.XSHG,2.1312,29.5676,2013-01-18
1465,000905.XSHG,2.1482,29.8034,2013-01-21
1466,000905.XSHG,2.1135,29.3218,2013-01-22
1467,000905.XSHG,2.1208,29.4231,2013-01-23
1468,000905.XSHG,2.0753,28.7921,2013-01-24
1469,000905.XSHG,2.0718,28.7436,2013-01-25
1470,000905.XSHG,2.1257,29.5114,2013-01-28
1471,000905.XSHG,2.1461,29.7954,2013-01-29
1472,000905.XSHG,2.1555,29.9259,2013-01-30
1473,000905.XSHG,2.1424,29.7433,2013-01-31
1474,000905.XSHG,2.1594,29.9797,2013-02-01
1475,000905.XSHG,2.1442,29.724,2013-02-04
1476,000905.XSHG,2.1666,30.0338,2013-02-05
1477,000905.XSHG,2.181,30.1963,2013-02-06
1478,000905.XSHG,2.189,30.307,2013-02-07
1479,000905.XSHG,2.2202,30.7807,2013-02-08
1480,000905.XSHG,2.2322,30.9466,2013-02-18
1481,000905.XSHG,2.1903,30.367,2013-02-19
1482,000905.XSHG,2.2382,31.0299,2013-02-20
1483,000905.XSHG,2.192,30.3894,2013-02-21
1484,000905.XSHG,2.1851,30.285,2013-02-22
1485,000905.XSHG,2.2096,30.609,2013-02-25
1486,000905.XSHG,2.1754,30.1358,2013-02-26
1487,000905.XSHG,2.1765,30.1564,2013-02-27
1488,000905.XSHG,2.2203,30.8229,2013-02-28
1489,000905.XSHG,2.2453,31.1375,2013-03-01
1490,000905.XSHG,2.1643,30.0422,2013-03-04
1491,000905.XSHG,2.2112,30.6956,2013-03-05
1492,000905.XSHG,2.2452,31.1239,2013-03-06
1493,000905.XSHG,2.2186,30.7516,2013-03-07
1494,000905.XSHG,2.1958,30.5448,2013-03-08
1495,000905.XSHG,2.1836,30.4432,2013-03-11
1496,000905.XSHG,2.1283,29.6723,2013-03-12
1497,000905.XSHG,2.1064,29.337,2013-03-13
1498,000905.XSHG,2.1136,29.4403,2013-03-14
1499,000905.XSHG,2.1172,29.4606,2013-03-15
1500,000905.XSHG,2.0849,29.1782,2013-03-18
1501,000905.XSHG,2.0927,29.2913,2013-03-19
1502,000905.XSHG,2.143,30.2982,2013-03-20
1503,000905.XSHG,2.1643,30.6751,2013-03-21
1504,000905.XSHG,2.1723,30.8051,2013-03-22
1505,000905.XSHG,2.1647,30.8006,2013-03-25
1506,000905.XSHG,2.1488,30.5775,2013-03-26
1507,000905.XSHG,2.1442,30.7777,2013-03-27
1508,000905.XSHG,2.0815,29.8792,2013-03-28
1509,000905.XSHG,2.0804,29.7128,2013-03-29
1510,000905.XSHG,2.0811,29.5724,2013-04-01
1511,000905.XSHG,2.0549,29.1996,2013-04-02
1512,000905.XSHG,2.0316,28.8375,2013-04-03
1513,000905.XSHG,2.039,28.9572,2013-04-08
1514,000905.XSHG,2.0575,29.507,2013-04-09
1515,000905.XSHG,2.0519,29.3578,2013-04-10
1516,000905.XSHG,2.0386,29.1351,2013-04-11
1517,000905.XSHG,2.0094,29.0254,2013-04-12
1518,000905.XSHG,1.9794,28.7667,2013-04-15
1519,000905.XSHG,2.0009,29.0953,2013-04-16
1520,000905.XSHG,2.0175,29.1656,2013-04-17
1521,000905.XSHG,2.0246,29.2998,2013-04-18
1522,000905.XSHG,2.0666,29.944,2013-04-19
1523,000905.XSHG,2.0765,30.5288,2013-04-22
1524,000905.XSHG,2.0175,29.6569,2013-04-23
1525,000905.XSHG,2.0446,30.4357,2013-04-24
1526,000905.XSHG,2.0065,29.7399,2013-04-25
1527,000905.XSHG,1.9626,29.0075,2013-04-26
1528,000905.XSHG,1.9543,29.5823,2013-05-02
1529,000905.XSHG,1.9921,30.1545,2013-05-03
1530,000905.XSHG,2.0296,30.723,2013-05-06
1531,000905.XSHG,2.0341,30.7917,2013-05-07
1532,000905.XSHG,2.0519,31.0601,2013-05-08
1533,000905.XSHG,2.0556,31.116,2013-05-09
1534,000905.XSHG,2.0678,31.3004,2013-05-10
1535,000905.XSHG,2.0776,31.449,2013-05-13
1536,000905.XSHG,2.0552,31.1098,2013-05-14
1537,000905.XSHG,2.0826,31.5255,2013-05-15
1538,000905.XSHG,2.1058,31.8769,2013-05-16
1539,000905.XSHG,2.1397,32.3888,2013-05-17
1540,000905.XSHG,2.1665,32.7948,2013-05-20
1541,000905.XSHG,2.1946,33.2199,2013-05-21
1542,000905.XSHG,2.1761,32.941,2013-05-22
1543,000905.XSHG,2.1584,32.672,2013-05-23
1544,000905.XSHG,2.1915,33.174,2013-05-24
1545,000905.XSHG,2.2144,33.5209,2013-05-27
1546,000905.XSHG,2.2163,33.5492,2013-05-28
1547,000905.XSHG,2.2319,33.7859,2013-05-29
1548,000905.XSHG,2.2353,33.8362,2013-05-30
1549,000905.XSHG,2.2208,33.6175,2013-05-31
1550,000905.XSHG,2.2048,33.375,2013-06-03
1551,000905.XSHG,2.1621,32.7293,2013-06-04
1552,000905.XSHG,2.1707,32.8588,2013-06-05
1553,000905.XSHG,2.1324,32.2782,2013-06-06
1554,000905.XSHG,2.0914,31.6585,2013-06-07
1555,000905.XSHG,2.0318,30.7556,2013-06-13
1556,000905.XSHG,2.073,31.3799,2013-06-14
1557,000905.XSHG,2.0799,31.484,2013-06-17
1558,000905.XSHG,2.0856,31.5701,2013-06-18
1559,000905.XSHG,2.0718,31.3624,2013-06-19
1560,000905.XSHG,2.003,30.3208,2013-06-20
1561,000905.XSHG,1.9936,30.1782,2013-06-21
1562,000905.XSHG,1.8724,28.3436,2013-06-24
1563,000905.XSHG,1.8664,28.2517,2013-06-25
1564,000905.XSHG,1.9048,28.8331,2013-06-26
1565,000905.XSHG,1.8756,28.3917,2013-06-27
1566,000905.XSHG,1.8782,28.431,2013-06-28
1567,000905.XSHG,1.8583,27.2083,2013-07-01
1568,000905.XSHG,1.8885,27.651,2013-07-02
1569,000905.XSHG,1.8912,27.691,2013-07-03
1570,000905.XSHG,1.9075,27.9291,2013-07-04
1571,000905.XSHG,1.8958,27.7571,2013-07-05
1572,000905.XSHG,1.8208,26.659,2013-07-08
1573,000905.XSHG,1.8309,26.8079,2013-07-09
1574,000905.XSHG,1.8882,27.6468,2013-07-10
1575,000905.XSHG,1.942,28.4335,2013-07-11
1576,000905.XSHG,1.9249,28.1832,2013-07-12
1577,000905.XSHG,1.9624,28.7335,2013-07-15
1578,000905.XSHG,1.9864,29.0839,2013-07-16
1579,000905.XSHG,1.9587,28.6772,2013-07-17
1580,000905.XSHG,1.9542,28.6117,2013-07-18
1581,000905.XSHG,1.9044,27.892,2013-07-19
1582,000905.XSHG,1.94,28.4069,2013-07-22
1583,000905.XSHG,1.9863,29.0869,2013-07-23
1584,000905.XSHG,1.9964,29.2342,2013-07-24
1585,000905.XSHG,1.9585,28.6798,2013-07-25
1586,000905.XSHG,1.9571,28.6541,2013-07-26
1587,000905.XSHG,1.9185,28.0312,2013-07-29
1588,000905.XSHG,1.9114,27.9352,2013-07-30
1589,000905.XSHG,1.9235,28.1173,2013-07-31
1590,000905.XSHG,1.9734,28.755,2013-08-01
1591,000905.XSHG,1.9808,28.8627,2013-08-02
1592,000905.XSHG,2.0151,29.3927,2013-08-05
1593,000905.XSHG,2.0368,29.7081,2013-08-06
1594,000905.XSHG,2.0186,29.4084,2013-08-07
1595,000905.XSHG,2.0248,29.5028,2013-08-08
1596,000905.XSHG,2.0317,29.5841,2013-08-09
1597,000905.XSHG,2.0566,29.9437,2013-08-12
1598,000905.XSHG,2.0682,30.1129,2013-08-13
1599,000905.XSHG,2.0602,29.9829,2013-08-14
1600,000905.XSHG,2.033,29.5998,2013-08-15
1601,000905.XSHG,1.9889,29.0208,2013-08-16
1602,000905.XSHG,2.0198,29.5298,2013-08-19
1603,000905.XSHG,2.0148,29.4319,2013-08-20
1604,000905.XSHG,2.0307,29.6757,2013-08-21
1605,000905.XSHG,2.0399,29.8393,2013-08-22
1606,000905.XSHG,2.0369,29.664,2013-08-23
1607,000905.XSHG,2.0736,30.0463,2013-08-26
1608,000905.XSHG,2.0911,30.2661,2013-08-27
1609,000905.XSHG,2.0771,29.9916,2013-08-28
1610,000905.XSHG,2.067,30.028,2013-08-29
1611,000905.XSHG,2.0489,29.5296,2013-08-30
1612,000905.XSHG,2.0653,29.5413,2013-09-02
1613,000905.XSHG,2.0966,29.9886,2013-09-03
1614,000905.XSHG,2.104,30.0947,2013-09-04
1615,000905.XSHG,2.1085,30.159,2013-09-05
1616,000905.XSHG,2.1285,30.4449,2013-09-06
1617,000905.XSHG,2.153,30.7961,2013-09-09
1618,000905.XSHG,2.177,31.1388,2013-09-10
1619,000905.XSHG,2.1579,30.8663,2013-09-11
1620,000905.XSHG,2.1654,30.9732,2013-09-12
1621,000905.XSHG,2.1695,31.0322,2013-09-13
1622,000905.XSHG,2.1748,31.1072,2013-09-16
1623,000905.XSHG,2.1374,30.5725,2013-09-17
1624,000905.XSHG,2.1594,30.8868,2013-09-18
1625,000905.XSHG,2.2048,31.5366,2013-09-23
1626,000905.XSHG,2.2089,31.5952,2013-09-24
1627,000905.XSHG,2.2034,31.5159,2013-09-25
1628,000905.XSHG,2.1543,30.814,2013-09-26
1629,000905.XSHG,2.1603,30.8999,2013-09-27
1630,000905.XSHG,2.1895,31.318,2013-09-30
1631,000905.XSHG,2.225,31.8261,2013-10-08
1632,000905.XSHG,2.2501,32.1847,2013-10-09
1633,000905.XSHG,2.2352,31.972,2013-10-10
1634,000905.XSHG,2.2732,32.529,2013-10-11
1635,000905.XSHG,2.2962,32.8584,2013-10-14
1636,000905.XSHG,2.2995,32.9063,2013-10-15
1637,000905.XSHG,2.2342,31.9052,2013-10-16
1638,000905.XSHG,2.23,31.841,2013-10-17
1639,000905.XSHG,2.2384,31.9243,2013-10-18
1640,000905.XSHG,2.2922,32.6623,2013-10-21
1641,000905.XSHG,2.2678,32.3275,2013-10-22
1642,000905.XSHG,2.2093,31.6585,2013-10-23
1643,000905.XSHG,2.1948,31.3454,2013-10-24
1644,000905.XSHG,2.1501,30.6931,2013-10-25
1645,000905.XSHG,2.1287,30.3717,2013-10-28
1646,000905.XSHG,2.0683,29.2978,2013-10-29
1647,000905.XSHG,2.0925,29.6957,2013-10-30
1648,000905.XSHG,2.0532,29.0623,2013-10-31
1649,000905.XSHG,2.0359,28.3785,2013-11-01
1650,000905.XSHG,2.0525,28.6096,2013-11-04
1651,000905.XSHG,2.0806,29.0009,2013-11-05
1652,000905.XSHG,2.0579,28.6856,2013-11-06
1653,000905.XSHG,2.0289,28.2807,2013-11-07
1654,000905.XSHG,1.9992,27.8671,2013-11-08
1655,000905.XSHG,2.0057,27.9576,2013-11-11
1656,000905.XSHG,2.0263,28.2447,2013-11-12
1657,000905.XSHG,1.9897,27.735,2013-11-13
1658,000905.XSHG,2.0176,28.1226,2013-11-14
1659,000905.XSHG,2.0596,28.7086,2013-11-15
1660,000905.XSHG,2.1109,29.4237,2013-11-18
1661,000905.XSHG,2.1184,29.528,2013-11-19
1662,000905.XSHG,2.1396,29.8233,2013-11-20
1663,000905.XSHG,2.1328,29.7292,2013-11-21
1664,000905.XSHG,2.1191,29.5376,2013-11-22
1665,000905.XSHG,2.1164,29.5005,2013-11-25
1666,000905.XSHG,2.119,29.5367,2013-11-26
1667,000905.XSHG,2.1437,29.8804,2013-11-27
1668,000905.XSHG,2.1623,30.1396,2013-11-28
1669,000905.XSHG,2.1808,30.398,2013-11-29
1670,000905.XSHG,2.0808,29.0041,2013-12-02
1671,000905.XSHG,2.1304,29.6961,2013-12-03
1672,000905.XSHG,2.1719,30.2739,2013-12-04
1673,000905.XSHG,2.171,30.2612,2013-12-05
1674,000905.XSHG,2.1635,30.1574,2013-12-06
1675,000905.XSHG,2.1811,30.4028,2013-12-09
1676,000905.XSHG,2.1832,30.4322,2013-12-10
1677,000905.XSHG,2.1591,30.0962,2013-12-11
1678,000905.XSHG,2.1656,30.1868,2013-12-12
1679,000905.XSHG,2.1707,30.2577,2013-12-13
1680,000905.XSHG,2.1517,28.6481,2013-12-16
1681,000905.XSHG,2.1403,28.4966,2013-12-17
1682,000905.XSHG,2.1396,28.4873,2013-12-18
1683,000905.XSHG,2.1189,28.2108,2013-12-19
1684,000905.XSHG,2.0911,27.8406,2013-12-20
1685,000905.XSHG,2.089,27.8132,2013-12-23
1686,000905.XSHG,2.104,28.0127,2013-12-24
1687,000905.XSHG,2.1277,28.3284,2013-12-25
1688,000905.XSHG,2.0902,27.8287,2013-12-26
1689,000905.XSHG,2.1234,28.2711,2013-12-27
1690,000905.XSHG,2.1298,28.3567,2013-12-30
1691,000905.XSHG,2.1386,28.4741,2013-12-31
1692,000905.XSHG,2.1499,28.6236,2014-01-02
1693,000905.XSHG,2.134,28.4118,2014-01-03
1694,000905.XSHG,2.0763,27.6438,2014-01-06
1695,000905.XSHG,2.0886,27.8076,2014-01-07
1696,000905.XSHG,2.0916,27.8483,2014-01-08
1697,000905.XSHG,2.0703,27.5646,2014-01-09
1698,000905.XSHG,2.0348,27.092,2014-01-10
1699,000905.XSHG,2.0267,26.984,2014-01-13
1700,000905.XSHG,2.0669,27.5194,2014-01-14
1701,000905.XSHG,2.0797,27.6897,2014-01-15
1702,000905.XSHG,2.083,27.7328,2014-01-16
1703,000905.XSHG,2.0609,27.4392,2014-01-17
1704,000905.XSHG,2.0449,27.226,2014-01-20
1705,000905.XSHG,2.0774,27.6592,2014-01-21
1706,000905.XSHG,2.1329,28.3981,2014-01-22
1707,000905.XSHG,2.1489,28.6061,2014-01-23
1708,000905.XSHG,2.1815,29.0394,2014-01-24
1709,000905.XSHG,2.1789,29.0097,2014-01-27
1710,000905.XSHG,2.1744,28.9496,2014-01-28
1711,000905.XSHG,2.1939,29.1732,2014-01-29
1712,000905.XSHG,2.1813,29.0053,2014-01-30
1713,000905.XSHG,2.2222,29.5599,2014-02-07
1714,000905.XSHG,2.2866,30.4164,2014-02-10
1715,000905.XSHG,2.2925,30.4943,2014-02-11
1716,000905.XSHG,2.3163,30.8111,2014-02-12
1717,000905.XSHG,2.281,30.3416,2014-02-13
1718,000905.XSHG,2.3215,30.8806,2014-02-14
1719,000905.XSHG,2.3661,31.5909,2014-02-17
1720,000905.XSHG,2.3603,31.5144,2014-02-18
1721,000905.XSHG,2.361,31.5234,2014-02-19
1722,000905.XSHG,2.3274,31.0749,2014-02-20
1723,000905.XSHG,2.3113,30.8604,2014-02-21
1724,000905.XSHG,2.3009,30.7368,2014-02-24
1725,000905.XSHG,2.2184,29.6135,2014-02-25
1726,000905.XSHG,2.2316,29.7991,2014-02-26
1727,000905.XSHG,2.2011,29.456,2014-02-27
1728,000905.XSHG,2.2237,29.8393,2014-02-28
1729,000905.XSHG,2.2686,30.4325,2014-03-03
1730,000905.XSHG,2.2668,30.4095,2014-03-04
1731,000905.XSHG,2.254,30.2622,2014-03-05
1732,000905.XSHG,2.2504,30.2156,2014-03-06
1733,000905.XSHG,2.2401,30.0508,2014-03-07
1734,000905.XSHG,2.152,28.8643,2014-03-10
1735,000905.XSHG,2.1539,28.9039,2014-03-11
1736,000905.XSHG,2.1552,28.9806,2014-03-12
1737,000905.XSHG,2.1797,29.3311,2014-03-13
1738,000905.XSHG,2.1692,29.1153,2014-03-14
1739,000905.XSHG,2.2083,29.7288,2014-03-17
1740,000905.XSHG,2.2217,29.911,2014-03-18
1741,000905.XSHG,2.2135,29.6897,2014-03-19
1742,000905.XSHG,2.1589,29.3515,2014-03-20
1743,000905.XSHG,2.1991,29.7664,2014-03-21
1744,000905.XSHG,2.2151,29.9859,2014-03-24
1745,000905.XSHG,2.219,30.0407,2014-03-25
1746,000905.XSHG,2.2235,30.1395,2014-03-26
1747,000905.XSHG,2.1839,29.4164,2014-03-27
1748,000905.XSHG,2.1392,28.879,2014-03-28
1749,000905.XSHG,2.1127,28.5077,2014-03-31
1750,000905.XSHG,2.143,28.9317,2014-04-01
1751,000905.XSHG,2.144,29.1538,2014-04-02
1752,000905.XSHG,2.1407,29.117,2014-04-03
1753,000905.XSHG,2.1652,29.5531,2014-04-04
1754,000905.XSHG,2.1875,29.7165,2014-04-08
1755,000905.XSHG,2.2075,29.9911,2014-04-09
1756,000905.XSHG,2.218,30.0054,2014-04-10
1757,000905.XSHG,2.2078,29.9569,2014-04-11
1758,000905.XSHG,2.2134,30.2779,2014-04-14
1759,000905.XSHG,2.1972,30.0559,2014-04-15
1760,000905.XSHG,2.1909,29.6398,2014-04-16
1761,000905.XSHG,2.1827,29.5827,2014-04-17
1762,000905.XSHG,2.1896,29.6623,2014-04-18
1763,000905.XSHG,2.1452,29.0901,2014-04-21
1764,000905.XSHG,2.1339,28.9347,2014-04-22
1765,000905.XSHG,2.119,28.5124,2014-04-23
1766,000905.XSHG,2.0937,28.1391,2014-04-24
1767,000905.XSHG,2.0451,27.4091,2014-04-25
1768,000905.XSHG,1.963,26.9339,2014-04-28
1769,000905.XSHG,1.9879,27.2261,2014-04-29
1770,000905.XSHG,1.9964,27.372,2014-04-30
1771,000905.XSHG,2.0066,27.4598,2014-05-05
1772,000905.XSHG,2.017,27.6019,2014-05-06
1773,000905.XSHG,1.9808,27.1069,2014-05-07
1774,000905.XSHG,1.9835,27.1434,2014-05-08
1775,000905.XSHG,1.9647,26.8858,2014-05-09
1776,000905.XSHG,2.0174,27.6076,2014-05-12
1777,000905.XSHG,2.0138,27.5577,2014-05-13
1778,000905.XSHG,2.0113,27.5239,2014-05-14
1779,000905.XSHG,1.9753,27.0313,2014-05-15
1780,000905.XSHG,1.9723,26.9911,2014-05-16
1781,000905.XSHG,1.9616,26.8446,2014-05-19
1782,000905.XSHG,1.9667,26.9133,2014-05-20
1783,000905.XSHG,1.9838,27.1483,2014-05-21
1784,000905.XSHG,1.9823,27.1272,2014-05-22
1785,000905.XSHG,2.0027,27.4069,2014-05-23
1786,000905.XSHG,2.0244,27.7035,2014-05-26
1787,000905.XSHG,2.0191,27.6304,2014-05-27
1788,000905.XSHG,2.0421,27.9455,2014-05-28
1789,000905.XSHG,2.0218,27.6679,2014-05-29
1790,000905.XSHG,2.0268,27.7369,2014-05-30
1791,000905.XSHG,2.024,27.6974,2014-06-03
1792,000905.XSHG,2.0053,27.4419,2014-06-04
1793,000905.XSHG,2.0293,27.7703,2014-06-05
1794,000905.XSHG,2.0226,27.6792,2014-06-06
1795,000905.XSHG,2.0116,27.5285,2014-06-09
1796,000905.XSHG,2.0349,27.8473,2014-06-10
1797,000905.XSHG,2.0455,27.9924,2014-06-11
1798,000905.XSHG,2.0413,27.9348,2014-06-12
1799,000905.XSHG,2.0634,28.2365,2014-06-13
1800,000905.XSHG,2.0481,26.1955,2014-06-16
1801,000905.XSHG,2.0275,25.9322,2014-06-17
1802,000905.XSHG,2.0162,25.7877,2014-06-18
1803,000905.XSHG,1.9627,25.1034,2014-06-19
1804,000905.XSHG,1.9812,25.3393,2014-06-20
1805,000905.XSHG,1.996,25.5293,2014-06-23
1806,000905.XSHG,2.0083,25.686,2014-06-24
1807,000905.XSHG,1.996,25.5293,2014-06-25
1808,000905.XSHG,2.0209,25.8468,2014-06-26
1809,000905.XSHG,2.0346,26.0232,2014-06-27
1810,000905.XSHG,2.0532,26.2608,2014-06-30
1811,000905.XSHG,2.0682,26.4525,2014-07-01
1812,000905.XSHG,2.0822,26.6317,2014-07-02
1813,000905.XSHG,2.102,26.8853,2014-07-03
1814,000905.XSHG,2.0947,26.7915,2014-07-04
1815,000905.XSHG,2.099,26.8466,2014-07-07
1816,000905.XSHG,2.1115,27.0057,2014-07-08
1817,000905.XSHG,2.0828,26.6395,2014-07-09
1818,000905.XSHG,2.0834,26.6469,2014-07-10
1819,000905.XSHG,2.1069,26.9475,2014-07-11
1820,000905.XSHG,2.1393,27.3614,2014-07-14
1821,000905.XSHG,2.1404,27.3763,2014-07-15
1822,000905.XSHG,2.1245,27.1726,2014-07-16
1823,000905.XSHG,2.1093,26.9742,2014-07-17
1824,000905.XSHG,2.1162,27.0624,2014-07-18
1825,000905.XSHG,2.1084,26.9629,2014-07-21
1826,000905.XSHG,2.1365,27.3222,2014-07-22
1827,000905.XSHG,2.1223,27.1399,2014-07-23
1828,000905.XSHG,2.1222,27.1346,2014-07-24
1829,000905.XSHG,2.1411,27.3763,2014-07-25
1830,000905.XSHG,2.1771,27.8223,2014-07-28
1831,000905.XSHG,2.198,28.0905,2014-07-29
1832,000905.XSHG,2.1996,28.0603,2014-07-30
1833,000905.XSHG,2.2188,28.3147,2014-07-31
1834,000905.XSHG,2.1958,28.0331,2014-08-01
1835,000905.XSHG,2.2317,28.5424,2014-08-04
1836,000905.XSHG,2.2414,28.6697,2014-08-05
1837,000905.XSHG,2.2551,28.8357,2014-08-06
1838,000905.XSHG,2.2334,28.5698,2014-08-07
1839,000905.XSHG,2.2479,28.7444,2014-08-08
1840,000905.XSHG,2.2754,29.2707,2014-08-11
1841,000905.XSHG,2.2872,29.4291,2014-08-12
1842,000905.XSHG,2.2878,29.4063,2014-08-13
1843,000905.XSHG,2.2713,29.2004,2014-08-14
1844,000905.XSHG,2.2974,29.5187,2014-08-15
1845,000905.XSHG,2.3242,29.6777,2014-08-18
1846,000905.XSHG,2.3318,29.7731,2014-08-19
1847,000905.XSHG,2.3342,29.7082,2014-08-20
1848,000905.XSHG,2.337,29.7117,2014-08-21
1849,000905.XSHG,2.3498,29.9958,2014-08-22
1850,000905.XSHG,2.3286,29.8884,2014-08-25
1851,000905.XSHG,2.2873,29.3657,2014-08-26
1852,000905.XSHG,2.2966,29.6301,2014-08-27
1853,000905.XSHG,2.2683,29.2328,2014-08-28
1854,000905.XSHG,2.2883,29.3423,2014-08-29
1855,000905.XSHG,2.3182,29.438,2014-09-01
1856,000905.XSHG,2.3542,29.8947,2014-09-02
1857,000905.XSHG,2.3711,30.1104,2014-09-03
1858,000905.XSHG,2.3919,30.374,2014-09-04
1859,000905.XSHG,2.4017,30.4982,2014-09-05
1860,000905.XSHG,2.4182,30.7077,2014-09-09
1861,000905.XSHG,2.4234,30.7738,2014-09-10
1862,000905.XSHG,2.429,30.8456,2014-09-11
1863,000905.XSHG,2.4576,31.2084,2014-09-12
1864,000905.XSHG,2.484,31.5439,2014-09-15
1865,000905.XSHG,2.3998,30.4745,2014-09-16
1866,000905.XSHG,2.4197,30.7272,2014-09-17
1867,000905.XSHG,2.4366,30.942,2014-09-18
1868,000905.XSHG,2.4577,31.2094,2014-09-19
1869,000905.XSHG,2.4318,30.8805,2014-09-22
1870,000905.XSHG,2.4637,31.2855,2014-09-23
1871,000905.XSHG,2.4969,31.7077,2014-09-24
1872,000905.XSHG,2.4962,31.6989,2014-09-25
1873,000905.XSHG,2.507,31.8363,2014-09-26
1874,000905.XSHG,2.5342,32.1805,2014-09-29
1875,000905.XSHG,2.5519,32.4057,2014-09-30
1876,000905.XSHG,2.5899,32.8883,2014-10-08
1877,000905.XSHG,2.596,32.9657,2014-10-09
1878,000905.XSHG,2.5832,32.7931,2014-10-10
1879,000905.XSHG,2.5844,32.7681,2014-10-13
1880,000905.XSHG,2.5764,32.6667,2014-10-14
1881,000905.XSHG,2.5867,32.7989,2014-10-15
1882,000905.XSHG,2.5453,32.2694,2014-10-16
1883,000905.XSHG,2.5166,31.9041,2014-10-17
1884,000905.XSHG,2.5507,32.3579,2014-10-20
1885,000905.XSHG,2.5264,32.0735,2014-10-21
