,open,close,high,low,volume,total_turnover,SZZSopen,SZZSclose,SZZShigh,SZZSlow,SZZSvolume,SZZStotal_turnover,HS300open,HS300close,HS300high,HS300low,HS300volume,HS300total_turnover,SZCZopen,SZCZclose,SZCZhigh,SZCZlow,SZCZvolume,SZCZtotal_turnover
2008/12/23,2197.793,2054.535,2197.793,2052.616,4576610000,26470399074,1990.049,1897.225,1990.049,1895.178,9898595500,66982772287,2019.231,1918.955,2019.231,1918.432,6359046400,50825766644,7310.185,6952.906,7310.185,6950.279,890968249,8771931839
2008/12/24,2020.957,2010.104,2043.154,1985.824,3431408600,19212721676,1873.577,1863.8,1887.314,1850.855,7449575600,48333598104,1893.225,1887.075,1912.775,1872.647,4420183100,34210526666,6871.29,6845.6,6932.045,6794.282,568185372,5453146380
2008/12/25,2015.958,2003.488,2035.835,1966.539,2818966500,15710037602,1865.721,1852.419,1877.768,1832.355,6456614700,42169635258,1891.526,1870.765,1902.714,1848.708,3991683400,30805996716,6871.085,6785.037,6919.221,6704.811,463660383,4812295020
2008/12/26,2006.134,1983.757,2018.14,1976.077,2128847700,12123274016,1852.911,1851.518,1866.63,1840.191,5325620100,34864413042,1868.344,1862.096,1881.077,1850.502,3456088800,28536313731,6741.241,6704.247,6776.297,6654.587,602868044,6998011820
2008/12/29,1977.214,1984.755,1991.565,1928.071,2006006800,10981062306,1846.304,1850.48,1856.334,1815.407,5502139900,37095629471,1852.413,1854.757,1861.302,1816.059,3598687300,29329563341,6641.778,6653.199,6682.717,6483.536,491130779,5283561169
2008/12/30,1983.457,1971.466,2004.641,1961.803,2226918500,12617908001,1851.909,1832.91,1862.937,1826.98,5646622100,37852627021,1852.949,1833.435,1867.408,1824.528,3758462700,29628506787,6629.885,6558.16,6652.508,6498.309,506028777,5121560106
2008/12/31,1973.413,1939.433,1983.125,1938.009,1991663600,11495268939,1834.949,1820.805,1844.367,1814.752,5039609900,33526169662,1835.105,1817.722,1844.416,1813.726,3563135500,27291914244,6546.075,6485.513,6561.484,6460.701,727783301,5968893207
2009/1/5,1969.631,2020.243,2020.243,1962.62,2471822700,14270969371,1849.02,1880.716,1880.716,1844.094,6713671500,46100959083,1848.326,1882.959,1882.959,1837.839,4818702000,39217076790,6557.421,6634.881,6634.881,6514.486,718070420,6797689893
2009/1/6,2016.869,2091.892,2093.601,2005.327,3832597900,22243168144,1878.827,1937.145,1938.69,1871.971,9906675600,69012567705,1880.672,1942.795,1948.489,1873.011,7097409700,59262170581,6631.177,6795.337,6820.08,6600.272,1106467572,11040095960
2009/1/7,2092.737,2104.922,2120.206,2082.55,4015590100,23634988824,1938.974,1924.012,1948.233,1920.515,9236008600,63931164740,1942.671,1931.178,1959.246,1930.868,5970216700,50143418262,6769.602,6725.822,6836.109,6725.214,831879904,8876334993
2009/1/8,2069.216,2052.3,2087.155,2034.396,3359260900,19587529573,1890.242,1878.181,1894.171,1862.263,8037400000,55076814285,1894.664,1887.991,1902.796,1873.648,5344649000,47210802398,6600.039,6616.977,6656.182,6546.769,775625230,11390628831
2009/1/9,2050.322,2107.766,2107.766,2050.322,3158556400,19044185604,1875.164,1904.861,1909.349,1875.164,7122477900,50131264134,1886.488,1918.365,1923.423,1886.488,4740721600,41511211439,6621.219,6719.88,6736.342,6620.378,722604772,8915968016
2009/1/12,2105.154,2137.841,2162.346,2100.039,3801176800,23213021635,1897.703,1900.347,1924.441,1886.833,8364555700,59507232593,1911.736,1920.687,1947.083,1905.617,5423415600,46981492708,6690.964,6719.911,6798.967,6665.903,798258986,8623779248
2009/1/13,2116.109,2081.672,2125.46,2078.056,3335596600,19715787318,1880.868,1863.367,1888.309,1861.811,7383646000,49268185747,1892.655,1876.185,1908.196,1874.974,4981813700,40201464676,6603.494,6530.812,6664.512,6529.055,873270887,9009299157
2009/1/14,2078.453,2160.064,2160.064,2078.453,3764292800,22494685386,1862.31,1928.869,1929.276,1862.309,8791805100,64187216921,1873.626,1955.244,1955.244,1873.626,5928323100,52658994886,6518.851,6811.869,6811.869,6518.851,949430711,10140803538
2009/1/15,2143.046,2181.061,2208.345,2135.701,5011255400,29894730431,1912.772,1920.206,1937.728,1902.542,11598440900,83224642456,1935.386,1954.874,1977.191,1930.295,7894364800,67144772684,6739.63,6798.531,6889.038,6720.558,1035184636,11375749440
2009/1/16,2192.032,2195.634,2228.9,2186.16,5314701800,32618545260,1928.922,1954.438,1984.728,1928.922,13297253800,1.00032E+11,1965.44,1990.214,2026.647,1965.44,9653863300,84717648664,6832.245,6917.48,7038.944,6832.245,1274393765,13570061720
2009/1/19,2209.131,2192.807,2221.239,2166.085,4078084600,25413376196,1971,1986.672,2018.51,1966.188,10940136100,81124780587,2010.579,2012.465,2052.19,1993.95,8194817700,69785530299,6972.576,6982.594,7103.829,6912.095,1090151133,12061978964
2009/1/20,2188.611,2214.839,2214.839,2170.901,3227392400,20146173623,1981.147,1994.107,1994.809,1956.102,7456538900,55559942615,2006.525,2025.19,2025.19,1986.061,5325926200,45640127686,6963.548,7020.512,7020.512,6900.206,812058195,8301866235
2009/1/21,2187.182,2217.626,2236.438,2178.538,3876439700,24186160734,1965.944,1985.016,2007.911,1960.529,8728919800,68074243531,1993.67,2021.71,2047.105,1988.241,6411742800,59914192082,6912.736,6970.814,7050.896,6879.16,1112617101,12703191520
2009/1/22,2232.81,2256.367,2260.502,2222.496,4205226900,26330925905,1996.086,2004.951,2009.851,1980.438,8828449500,66506084643,2034.286,2044.551,2048.484,2012.738,5886194700,53439127032,6994.837,7050.878,7055.889,6928.902,909850191,10487001324
2009/1/23,2253.321,2238.082,2265.421,2233.501,3778117500,23236928667,2001.172,1990.657,2008.788,1986.348,8596770600,62932392386,2039.522,2032.682,2054.326,2025.188,5750410900,49887828217,7026.577,7015.236,7094.571,6984.823,787657404,8837075135
2009/2/2,2258.512,2306.769,2306.769,2245.262,4270051300,25777293579,2008.134,2011.683,2012.742,1987.129,8476627200,61818715800,2052.439,2057.063,2059.338,2029.717,5145390600,46126546742,7073.87,7087.609,7099.251,6995.839,719452265,8204507072
2009/2/3,2307.886,2369.654,2369.654,2300.982,6388214800,38558189746,2011.77,2060.808,2060.925,2005.022,13440769400,96712688397,2056.795,2108.91,2108.944,2049.889,8764030200,75554097848,7089.95,7266.41,7266.41,7046.624,1364973088,14287534857
2009/2/4,2380.624,2423.887,2423.923,2370.014,6984697600,42964694409,2068.086,2107.749,2108.257,2067.786,15178586700,1.10696E+11,2118.563,2166.414,2166.414,2117.024,10088842800,87192159423,7300.188,7477.629,7477.629,7288.397,1504377591,16185297006
2009/2/5,2421.363,2384.764,2436.685,2362.233,7374411900,46971836590,2106.835,2098.018,2149.476,2082.596,16535219700,1.24501E+11,2164.546,2150.971,2211.179,2135.67,11510012200,1.01712E+11,7468.672,7413.424,7640.934,7348.379,1804968179,19293236685
2009/2/6,2390.242,2493.74,2496.592,2390.242,7656355200,49084112801,2102.078,2181.239,2185.086,2102.078,16086018900,1.20666E+11,2158.084,2237.28,2240.021,2158.084,10666490400,95640063068,7440.274,7771.898,7772.392,7440.274,1675117487,18589985873
2009/2/9,2528.801,2579.228,2580.746,2500.537,9083410800,60635855978,2211.317,2224.714,2238.894,2196.708,19231268600,1.50469E+11,2271.593,2296.672,2307.907,2257.49,12952367000,1.19887E+11,7891.493,8087.687,8129.193,7861.853,1984436613,23152726354
2009/2/10,2564.755,2653.213,2653.213,2535.648,8170515200,55539625618,2218.489,2265.161,2266.398,2197.007,17258736100,1.35681E+11,2288.071,2326.755,2327.1,2263.532,11629454800,1.07892E+11,8066.674,8265.559,8266.25,7942.352,1828932603,21261375308
2009/2/11,2609.007,2658.05,2723.455,2594.926,9507355000,65689364882,2230.49,2260.82,2305.705,2218.297,20932807400,1.72321E+11,2287.232,2331.138,2381.193,2275.574,14757663700,1.44588E+11,8119.756,8289.214,8506.67,8066.52,2328534354,28637675841
2009/2/12,2666.491,2707.922,2707.922,2587.188,8019710600,55066304884,2265.789,2248.091,2274.201,2191.887,17397684800,1.42104E+11,2335.401,2318.343,2344.659,2248.484,11982621800,1.1605E+11,8295.416,8318.804,8354.126,8001.708,1952523328,23282088755
2009/2/13,2714.637,2805.01,2808.482,2704.655,9003952300,64099269978,2249.185,2320.792,2323.12,2236.178,19971551200,1.64496E+11,2321.56,2399.065,2402.436,2307.09,14040991000,1.34471E+11,8330.134,8628.754,8648.022,8290.435,1946727022,24450756918
2009/2/16,2833.286,2854.444,2854.562,2777.422,9069168700,65944508177,2338.758,2389.387,2389.878,2328.179,21142761000,1.77944E+11,2421.187,2462.245,2462.389,2397.181,15234666900,1.4738E+11,8707.919,8771.044,8796.806,8552.465,2192321525,26909012166
2009/2/17,2844.215,2738.58,2844.215,2734.372,8506908600,62711295171,2387.354,2319.441,2402.807,2316.934,19811783600,1.69209E+11,2460.569,2385.293,2470.623,2384.787,14101499100,1.37971E+11,8769.539,8461.156,8800.629,8461.156,2006134933,24391012479
2009/2/18,2676.806,2632.908,2736.593,2630.705,6899598900,49543143834,2271.26,2209.862,2295.741,2206.062,16246187900,1.35272E+11,2331.662,2275.843,2369.053,2272.505,11542206200,1.12456E+11,8282.898,8083.502,8441.3,8074.689,1767262050,21670187119
2009/2/19,2661.601,2687.489,2696.778,2629.343,5701030500,41448721918,2224.49,2227.125,2247.616,2190.473,12984405000,1.0834E+11,2295.653,2298.412,2324.675,2259.593,9085392800,88398854014,8149.366,8213.903,8289.51,8049.923,1356380307,16362110444
2009/2/20,2694.784,2776.955,2776.955,2671.179,6004358100,45854189117,2234.365,2261.478,2262.332,2206.211,12893810500,1.09166E+11,2300.806,2344.32,2344.77,2276.298,8663206900,85247213566,8235.761,8423.774,8424.68,8157.588,1285067717,16293793236
2009/2/23,2769.626,2871.792,2878.495,2753.849,7358042200,56054947068,2249.289,2305.777,2313.594,2219.714,16028911800,1.38633E+11,2333.809,2410.481,2419.533,2307.921,10946540300,1.0938E+11,8423.404,8727.698,8763.837,8372.556,1595453139,19612167134
2009/2/24,2838.24,2754.24,2884.014,2746.024,8599346200,65175422308,2273.755,2200.654,2295.59,2193.268,18385310600,1.58381E+11,2376.697,2301.849,2411.906,2294.522,12701755500,1.27131E+11,8637.878,8403.017,8820.668,8369.143,1931390102,23906188576
2009/2/25,2780.335,2771.098,2803.508,2677.264,6865757400,51891897307,2222.506,2206.574,2234.018,2142.601,15237689800,1.31714E+11,2325.039,2304.251,2337.423,2226.444,10787752800,1.08878E+11,8443.416,8241.664,8493.521,7994.588,1753168768,21925497024
2009/2/26,2769.243,2571.276,2800.205,2535.531,6572775500,48693370686,2201.672,2121.251,2237.547,2102.346,14863885200,1.27406E+11,2295.426,2190.185,2332.346,2167.149,10220038500,1.01795E+11,8207.851,7777.904,8359.561,7650.821,1401446265,16822430552
2009/2/27,2528.597,2416.949,2542.547,2396.313,5318000100,36073538026,2100.063,2082.852,2123.244,2064.918,12290521000,98102105111,2164.54,2140.489,2186.819,2117.061,8707641500,80337456328,7668.113,7608.223,7728.751,7453.403,1192395539,13265063078
2009/3/2,2385.838,2478.808,2485.025,2382.022,3733312100,26009578992,2066.229,2093.447,2102.112,2052.992,8746258700,72211341967,2123.367,2164.666,2177.294,2112.336,6274618100,60877953675,7511.656,7762.716,7806.809,7495.816,994496532,11554788331
2009/3/3,2416.107,2499.826,2526.853,2398.805,4413214700,31008490144,2047.213,2071.431,2088.628,2037.024,9778172800,79994309136,2109.841,2142.154,2168.222,2100.644,6616731400,64109642424,7568.405,7695.617,7814.807,7524.132,1071890770,12577133712
2009/3/4,2508.268,2651.405,2654.398,2508.268,6125446600,44645781938,2076.616,2198.107,2201.727,2076.616,15481127500,1.27893E+11,2150.239,2285.149,2290.94,2150.239,11075003300,1.05872E+11,7742.668,8227.687,8253.782,7742.668,1548412938,18965287624
2009/3/5,2680.324,2671.575,2710.024,2608.134,7033177200,51259009579,2220.15,2221.076,2241.761,2173.491,18244110500,1.54447E+11,2314.079,2304.919,2340.371,2259.8,13198734700,1.28867E+11,8341.533,8242.281,8412.072,8110.017,1617262974,20508157432
2009/3/6,2621.228,2653.469,2676.362,2608.556,5080774200,36270056049,2180.788,2193.007,2221.04,2171.668,12386323300,1.05456E+11,2260.756,2286.576,2313.2,2255.818,8596545000,85495320495,8094.076,8249.885,8327.946,8062.913,1243220371,15189594088
2009/3/9,2661.954,2536.01,2692.748,2528.605,5060505200,36123351397,2205.746,2118.748,2232.674,2116.453,12430064700,1.03789E+11,2302.011,2202.527,2333.98,2198.545,8655594800,83758904259,8310.12,7946.795,8426.994,7907.295,1173323155,14341186917
2009/3/10,2505.93,2601.417,2601.5,2498.249,3574068900,24646290505,2097.139,2158.568,2159.268,2088.162,8394026200,69210911817,2175.306,2240.782,2241.238,2168.324,5666044900,55058099404,7829.969,8045.661,8045.661,7786.856,809421009,9701380111
2009/3/11,2646.61,2587.371,2655.216,2574.999,4386897600,31050012221,2199.983,2139.025,2203.534,2133.141,10372345300,88140678289,2288.053,2220.38,2292.396,2212.882,7083867600,70589122656,8225.335,7941.51,8245.608,7908.253,985229232,11715197770
2009/3/12,2572.389,2597.232,2604.785,2507.233,3826516200,26997572642,2127.726,2133.881,2136.795,2086.018,8721315100,70844692379,2208.041,2215.7,2220.303,2156.598,5570011100,53843902595,7900.872,7933.506,7964.736,7696.163,815443289,9766552099
2009/3/13,2606.879,2569.629,2625.61,2564.151,3603512600,26094441136,2148.418,2128.848,2166.022,2124.979,8350488700,71086096898,2229.25,2205.422,2250.239,2200.974,5408309400,54636247867,7963.762,7875.738,8051.467,7851.911,734830868,9049803663
2009/3/16,2563.022,2603.058,2604.002,2539.912,3129485300,22066728689,2122.408,2153.291,2158.9,2108.612,7338263500,61350177716,2197.248,2241.614,2247.11,2180.051,4877385400,48128301349,7847.336,8022.688,8033.088,7795.051,701166483,8247177782
2009/3/17,2608.228,2699.594,2708.351,2594.122,5424979900,39274477045,2156.774,2218.326,2225.192,2151.776,13080542300,1.12233E+11,2244.11,2322.403,2329.298,2239.668,9298052800,94028682141,8035.85,8389.867,8427.888,8029.527,1500223125,18254162481
2009/3/18,2711.166,2734.547,2778.148,2707.792,6832836700,49738302974,2227.981,2223.725,2255.009,2221.588,14699459900,1.25865E+11,2335.417,2332.652,2370.558,2328.856,10187007100,1.0362E+11,8438.484,8465.962,8627,8415.706,1646422835,20684248678
2009/3/19,2737.375,2797.155,2797.155,2733.701,6584960000,48946589711,2227.344,2265.759,2268.144,2220.164,14582231900,1.27776E+11,2337.524,2382.564,2386.228,2331.259,9731876600,1.01348E+11,8483.082,8622.474,8665.151,8460.963,1389886120,17955802326
2009/3/20,2799.794,2784.106,2802.712,2731.708,6433374800,48491295623,2272.437,2281.087,2294.117,2250.405,15052366400,1.3369E+11,2389.892,2379.838,2397.207,2343.269,10939673800,1.14787E+11,8657.443,8647.51,8717.636,8477.848,1752666418,23186631316
2009/3/23,2784.889,2843.879,2846.632,2779.702,7075225600,55202986438,2286.246,2325.48,2329.183,2276.81,16006023500,1.50481E+11,2384.67,2439.395,2448.351,2375.522,11631304900,1.27794E+11,8664.665,8885.75,8947.695,8623.129,1765919773,23089400552
2009/3/24,2871.44,2865.333,2877.452,2835.198,7237215100,56429650646,2359.679,2338.42,2369.454,2327.43,16272708100,1.49658E+11,2477.567,2451.783,2483.833,2440.527,11199352500,1.21593E+11,9012.244,8954.836,9071.688,8911.569,1636253779,22016441013
2009/3/25,2849.916,2785.664,2873.133,2785.553,6492544400,49097240474,2333.163,2291.555,2355.69,2291.359,14484246900,1.32141E+11,2435.633,2401.327,2472.938,2401.052,9581666000,1.05406E+11,8888.874,8756.253,9029.417,8756.253,1302773783,17888886793
2009/3/26,2784.891,2853.411,2853.506,2746.795,5707036500,43450426565,2296.047,2361.704,2362.048,2274.895,15855682200,1.42115E+11,2407.762,2479.789,2479.826,2379.951,11324945200,1.18049E+11,8740.06,8983.866,8988.326,8590.014,1277043532,18058898785
2009/3/27,2871.391,2877.88,2894.513,2852.927,6967899300,54233559985,2380.626,2374.438,2392.769,2361.091,18652838900,1.62373E+11,2500.998,2498.931,2516.384,2481.687,13536854600,1.3414E+11,9043.263,8994.15,9115.043,8934.697,1639248042,21308356677
2009/3/30,2880.534,2883.214,2904.591,2866.863,5737614800,44630595705,2377.964,2358.04,2380.194,2348.527,13988060600,1.26967E+11,2501.312,2484.487,2508.138,2471.367,9415166500,1.00003E+11,8991.873,8910.418,8998.65,8846.161,1176450283,15536480858
2009/3/31,2825.931,2914.128,2914.202,2808.605,5966752200,46324446151,2313.883,2373.213,2375.712,2299.158,14269549800,1.35219E+11,2436.778,2507.789,2507.899,2423.571,9546175200,1.06631E+11,8745.245,8981.953,8981.953,8709.318,1047192204,14324042062
2009/4/1,2924.393,2962.839,2978.096,2924.31,7632927000,59892528633,2380.979,2408.017,2422.625,2380.979,17985761900,1.66542E+11,2519.886,2548.222,2566.536,2519.886,12630762500,1.37118E+11,9032.4,9156.011,9245.663,9032.4,1641084206,22656545736
2009/4/2,2972.739,2965.735,2996.387,2952.762,7637607700,60820104414,2417.217,2425.291,2450.003,2417.111,18838598300,1.72523E+11,2558.768,2576.4,2599.252,2558.264,13514680600,1.43709E+11,9189.298,9300.922,9380.889,9183.831,1834427634,24812861001
2009/4/3,2983.219,2934.253,2990.066,2909.828,6673960000,53780554243,2446.124,2419.778,2456.811,2406.496,17025168400,1.5722E+11,2597.916,2570.503,2612.37,2555.615,12365521600,1.31076E+11,9374.851,9244.656,9436.64,9204.771,1625225217,22172225332
2009/4/7,2941.389,2968.519,2968.525,2925.744,5302473400,42619367501,2422.1,2439.182,2449.537,2407.506,12420922300,1.1679E+11,2570.625,2576.95,2597.062,2543.646,8608325700,93919114170,9251.126,9232.263,9334.106,9126.925,1205505962,17075691274
2009/4/8,2959.809,2867.168,2969.814,2867.168,6157879700,48390870285,2429.879,2347.385,2435.388,2346.537,14680915700,1.35641E+11,2563.722,2479.348,2573.093,2479.348,9932809400,1.07144E+11,9196.604,8896.973,9235.894,8896.762,1235605828,17424228175
2009/4/9,2862.107,2915.024,2915.073,2838.627,4987113600,39259889046,2345.009,2379.876,2380.935,2331.877,11323497600,1.06619E+11,2477.419,2517.669,2517.741,2457.423,7459370300,82860990025,8889.066,9030.307,9030.307,8816.079,977126324,13535151477
2009/4/10,2932.013,3009.376,3012.25,2921.613,7207994000,58445924497,2400.014,2444.226,2444.981,2392.8,15749119600,1.55515E+11,2540.108,2595.53,2595.598,2530.622,10414440800,1.2186E+11,9094.575,9345.44,9345.44,9080.116,1156926264,18108204256
2009/4/13,3030.701,3050.372,3055.649,3019.157,7799488500,63427183968,2468.083,2513.701,2522.445,2464.061,19134493200,1.87712E+11,2621.979,2656.518,2668.282,2619.372,13901454100,1.56802E+11,9449.512,9539.799,9577.029,9441.164,1895620655,26084243110
2009/4/14,3047.771,3099.429,3102.785,3031.589,7693697600,63983007697,2512.009,2527.181,2532.089,2495.337,16518009300,1.6198E+11,2651.197,2676.872,2682.908,2637.383,11049130400,1.2684E+11,9519.416,9678.182,9701.75,9460.052,1621419609,22701699343
2009/4/15,3084.043,3143.821,3143.821,3055.253,8377547100,70090825673,2514.591,2536.056,2542.54,2485.926,18108568800,1.74329E+11,2662.728,2686.99,2690.642,2627.808,12066529200,1.33586E+11,9629.221,9724.582,9734.059,9500.264,1789596668,23975749753
2009/4/16,3151.003,3159.26,3182.579,3097.536,8666548000,71982010654,2542.336,2534.134,2549.312,2497.122,18616311900,1.75386E+11,2690.515,2687.106,2706.625,2643.316,12372961300,1.3161E+11,9751.772,9711.356,9776.68,9563.082,1963242332,23894375497
2009/4/17,3152.36,3119.419,3171.861,3083.64,7686481200,64153355265,2524.626,2503.935,2539.352,2481.899,16159359500,1.57622E+11,2675.668,2650.691,2693.291,2628.625,10152880800,1.16185E+11,9679.967,9580.062,9732.097,9487.856,1541512251,21015807360
2009/4/20,3111.474,3205.884,3205.884,3109.896,7352907100,60484825137,2500.173,2557.456,2559.036,2497.321,14790425100,1.40515E+11,2643.726,2707.667,2708.452,2640.989,9590369400,1.05081E+11,9559.611,9793.641,9793.641,9547.595,1394716117,18738766484
2009/4/21,3173.533,3205.076,3225.106,3142.119,7986817800,64569546380,2523.262,2535.828,2552.598,2499.601,16462154200,1.54982E+11,2670.277,2675.442,2697.719,2634.529,10818525200,1.18474E+11,9665.907,9640.903,9760.727,9499.486,1497940296,20922051916
2009/4/22,3219.339,3042.638,3235.449,3021.413,8605184300,70079571318,2548.105,2461.346,2579.218,2449.895,19398409600,1.77684E+11,2687.857,2576.281,2713.305,2563.361,12404641300,1.31945E+11,9689.156,9249.08,9762.833,9175.549,1642043250,22260019891
2009/4/23,3013.086,3059.709,3080.254,2978.653,5531876100,44693516154,2440.676,2463.954,2474.146,2422.789,12611975600,1.13289E+11,2555.527,2593.564,2604.162,2543.907,8088794200,84795657156,9178.214,9360.841,9409.137,9132.401,1099220406,15288354478
2009/4/24,3070.352,3036.761,3082.5,3034.448,5248337500,43044315736,2477.156,2448.595,2481.527,2445.664,11379684500,1.08707E+11,2605.703,2572.888,2609.874,2570.379,7336096900,81956596002,9398.487,9315.205,9442.422,9313.232,884207948,13305297493
2009/4/27,3034.238,2916.114,3042.797,2903.3,5313056700,42036180745,2443.436,2405.348,2452.928,2393.162,11300818300,1.0313E+11,2566.92,2513.292,2576.519,2499.442,7203939000,75040611359,9291.219,9082.217,9332.002,9032.494,788717397,11043610187
2009/4/28,2900.089,2959.952,2959.952,2897.803,4436508500,36611427350,2382.884,2401.438,2411.438,2372.343,9481529600,90832146515,2490.526,2518.531,2531.544,2485.802,5926498300,66247490056,9011.417,9104.299,9169.393,8985.598,814543771,11097503880
2009/4/29,2963.206,3040.04,3043.407,2954.855,5619987500,46072693383,2401.658,2468.192,2477.725,2395.483,12653072200,1.21162E+11,2518.854,2605.37,2615.81,2514.141,8188500600,91496802664,9097.718,9383.209,9425.786,9079.084,982623056,14024399166
2009/4/30,3051.14,3086.217,3096.762,3040.749,6232040100,51201102237,2477.928,2477.569,2491.072,2461.365,13115416800,1.28416E+11,2616.485,2622.926,2640.017,2604.452,8580934800,96903683541,9464.027,9502.516,9566.755,9422.697,1151795320,15718092857
2009/5/4,3096.389,3190.254,3190.266,3096.389,6919201000,57233986709,2486.685,2559.911,2560.544,2486.225,15336999000,1.46557E+11,2635.129,2714.301,2715.189,2632.303,10291656500,1.13351E+11,9567.629,9899.67,9899.67,9562.951,1452954856,19936332041
2009/5/5,3208.273,3220.615,3234.133,3183.388,7295732500,61104211297,2577.429,2567.337,2590.776,2552.39,15842228300,1.51484E+11,2733.107,2727.014,2751.252,2713.234,10231372200,1.12642E+11,9958.537,9947.806,10072.484,9910.688,1342845800,18724667061
2009/5/6,3215.6,3264.579,3264.579,3204.307,7298700200,62139528385,2563.564,2592.52,2596.925,2552.632,16070858300,1.54739E+11,2721.817,2764.979,2771.206,2713.539,10580665000,1.18232E+11,9942.36,10149.065,10183.762,9911.824,1453473879,21154384451
2009/5/7,3278.985,3242.626,3285.772,3177.949,8137389900,69303825133,2612.123,2597.447,2622.112,2566.121,18181146000,1.74951E+11,2783.577,2767.076,2797.474,2731.799,12210116100,1.36966E+11,10229.043,10108.938,10318.66,9973.55,1627654142,25097428919
2009/5/8,3227.217,3257.588,3274.572,3196.786,7786254800,63375192115,2586.759,2625.645,2634.061,2574.572,16192097600,1.56218E+11,2751.499,2789.219,2800.223,2733.332,10672498800,1.20873E+11,10014.253,10183.056,10252.219,9907.177,1505866509,22267145391
2009/5/11,3269.022,3134.573,3275.118,3134.44,7906633500,63792589396,2646.287,2579.747,2663.95,2579.747,17824835900,1.72322E+11,2808.139,2725.316,2839.609,2725.267,12536445200,1.40456E+11,10248.519,9868.79,10347.738,9865.224,1676201607,24033566411
2009/5/12,3105.859,3212.139,3212.176,3101.316,5082709000,41206380472,2562.363,2618.172,2619.692,2558.963,12300596000,1.13535E+11,2702.742,2788.562,2788.612,2699.954,8869594200,93421458334,9774.799,10179.15,10179.15,9764.842,1256874195,17345293799
2009/5/13,3215.968,3234.151,3247.843,3201.025,6144825200,49842039078,2629.031,2663.766,2670.213,2608.317,14583600600,1.44853E+11,2792.42,2814.005,2822.711,2775.572,10711285600,1.23638E+11,10206.786,10294.374,10331.502,10172.622,1530067127,21980778719
2009/5/14,3211.21,3246.557,3256.529,3200.113,5912391500,48007411979,2631.445,2639.887,2651.488,2610.223,12476244200,1.21454E+11,2781.048,2792.597,2804.477,2757.545,8263932900,96156100934,10179.506,10252.148,10283.829,10087.726,1111633912,16623946688
2009/5/15,3255.449,3270.738,3285.446,3238.675,5894569800,48465220423,2646.891,2645.263,2661.366,2623.364,11089018200,1.06608E+11,2800.571,2796.116,2815.456,2773.322,6493143100,74973035097,10276.549,10273.229,10357,10164.921,861566451,13050790101
2009/5/18,3265.005,3295.651,3297.539,3211.388,5631385600,46772299583,2632.569,2652.779,2656.844,2589.613,11904889400,1.17757E+11,2782.585,2810.573,2813.757,2740.92,7483578600,88479091592,10211.02,10314.044,10339.019,10023.649,1010915899,14551623448
2009/5/19,3313.908,3325.531,3338.252,3302.754,7139058300,60721176704,2679.396,2676.682,2688.112,2660.56,14746609700,1.48278E+11,2836.337,2840.084,2849.629,2821.951,9770361700,1.16543E+11,10413.284,10424.356,10465.745,10359.628,1401080698,21096238411
2009/5/20,3328.121,3306.474,3343.659,3302.743,7000282600,58970946249,2680.547,2651.414,2686.345,2651.011,13824586100,1.37726E+11,2843.545,2812.865,2849.635,2812.599,8793921500,1.05146E+11,10453.395,10369.139,10497.174,10369.139,1187404119,18930146922
2009/5/21,3288.24,3247.475,3309.316,3225.548,7006288300,58565547467,2639.141,2610.622,2663.227,2598.869,13892698100,1.38836E+11,2795.828,2750.01,2808.287,2735.767,8553539400,1.02876E+11,10302.027,10108.857,10342.768,10048.347,1040846991,16437712727
2009/5/22,3235.413,3254.534,3283.502,3227.189,4963797900,42179218806,2595.988,2597.601,2617.749,2578.593,9914729800,99118250399,2733.017,2740.677,2762.741,2719.121,6149901200,74407198653,10049.304,10072.634,10158.52,9976.925,852823659,12598994082
2009/5/25,3176.158,3271.501,3277.685,3152.543,5660734200,48546112496,2555.342,2610.01,2618.359,2538.622,11200078500,1.12783E+11,2684.213,2752.716,2761.387,2675.285,7409167100,91048816066,9861.365,10182.159,10215.138,9824.62,1186354383,19487742879
2009/5/26,3274.63,3274.849,3319.12,3271.906,6107910400,54668798254,2615.006,2588.575,2618.8,2585.91,11451467000,1.18131E+11,2757.31,2719.764,2762.809,2718.555,7231601200,88894895681,10176.643,10022.298,10207.889,10006.483,1002636732,16210336584
2009/5/27,3287.989,3276.748,3300.223,3241.219,5049246700,43419589368,2601.24,2632.93,2635.313,2592.794,10316772000,1.03279E+11,2734.418,2759.712,2768.568,2715.823,6797664500,78602246106,10097.467,10127.92,10165.426,10002.753,852339242,12827965009
2009/6/1,3302.004,3332.337,3335.069,3296.116,5643238700,49070392572,2668.4,2721.28,2726.716,2668.4,14795955100,1.56583E+11,2798.927,2858.342,2864.471,2798.927,10856488300,1.32968E+11,10267.737,10421.345,10458.783,10267.737,1248878035,20036332363
2009/6/2,3346.072,3353.922,3366.736,3333.459,6442180600,57437786578,2739.442,2724.302,2750.88,2713.466,15635605800,1.61534E+11,2878.528,2865.099,2892.781,2855.059,10833839700,1.30132E+11,10508.583,10484.328,10566.109,10439.563,1270098014,20474711533
2009/6/3,3351.778,3380.188,3380.359,3346.968,6517747500,58096239914,2722.266,2778.589,2778.683,2717.863,15568165800,1.59933E+11,2865.732,2939.387,2939.387,2864.709,11207331000,1.31607E+11,10473.115,10712.311,10712.311,10459.023,1434783125,21809236889
